what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267978630232
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267978634276
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267978635629
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267978713546
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267978717394
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267979286649
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267979289707
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267979291886
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267979292308
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267995975885
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1267995986484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267995991896
activated,view,org.eclipse.mylyn.tasks.ui,3.3.0.v20091015-0500-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1267996053480
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267996053630
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267996055440
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1267996067265
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1267996067441
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267996069981
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267996141126
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267996223241
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1267996241137
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1267996241488
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1267996282677
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1267996282861
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1267996292038
