what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267966181000
closed,view,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.internal.introview",1267966181012
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267966186697
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1267966189955
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1267966189964
started,bundle,org.eclipse.jdt.launching.macosx,3.2.0.v20090527,"org.eclipse.jdt.launching.macosx",1267966189982
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1267966204091
started,bundle,org.eclipse.jgit,0.6.0.200911171911,"org.eclipse.jgit",1267966204751
started,bundle,org.eclipse.egit.core,0.6.0.200911171911,"org.eclipse.egit.core",1267966204799
started,bundle,org.eclipse.egit.ui,0.6.0.200911171911,"org.eclipse.egit.ui",1267966204965
started,bundle,org.tigris.subversion.clientadapter,1.6.4.1,"org.tigris.subversion.clientadapter",1267966205080
started,bundle,org.tigris.subversion.subclipse.core,1.6.5,"org.tigris.subversion.subclipse.core",1267966205105
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.6,"org.tigris.subversion.clientadapter.javahl",1267966205148
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1267966205276
started,bundle,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui",1267966205547
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1267966229373
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1267966229388
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267966229404
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267966231211
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267966243072
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1267966244970
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1267966244985
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267966248820
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267966251697
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267966256141
