what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1268032178515
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1268032179915
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1268032181198
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268032181480
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1268032183636
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1268032194840
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1268032195234
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1268032199268
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032204600
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1268032210584
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032210708
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032331893
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032338654
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032410043
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032531449
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032533364
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032566485
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268032590780
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1268032623311
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268032623629
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268032719392
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268033969599
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1268033972008
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268033972260
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1268033993385
